geneSymbol	diseaseName
ADCYAP1	Neuroblastoma
ADCYAP1	Pheochromocytoma
ADCYAP1	Retinoblastoma
ADCYAP1	Thyroid Neoplasm
ADCYAP1	Small cell carcinoma of lung
ADCYAP1	Germ cell tumor
ADCYAP1	Papillary thyroid carcinoma
ADCYAP1	Malignant neoplasm of lung
ADCYAP1	Polyp of gallbladder
ADCYAP1	Adult Glioblastoma
ADCYAP1	Squamous cell carcinoma of esophagus
ADCYAP1	Childhood Glioblastoma
ADCYAP1	Cervix carcinoma
ADCYAP1	Cervical intraepithelial neoplasia grade 1
ADCYAP1	Malignant neoplasm of prostate
ADCYAP1	Prostate carcinoma
ADCYAP1	Carcinoma of lung
ADCYAP1	Colon Carcinoma
ADCYAP1	Central neuroblastoma
ADCYAP1	Carcinoma in situ of uterine cervix
ADCYAP1	Breast adenocarcinoma
ADCYAP1	Carcinoma, Pancreatic Ductal
ADCYAP1	Pheochromocytoma, Extra-Adrenal
ADCYAP1	Low Grade Squamous Intraepithelial Neoplasia
ADCYAP1	Primary malignant neoplasm of lung
ADCYAP1	Childhood Leukemia
ADCYAP1	Glioblastoma Multiforme
ADCYAP1	cervical cancer
ADCYAP1	Childhood Neuroblastoma
ADCYAP1	Adrenal Gland Pheochromocytoma
ADCYAP1R1	Malignant neoplasm of breast
ADCYAP1R1	Burkitt Lymphoma
ADCYAP1R1	Malignant tumor of colon
ADCYAP1R1	Adenocarcinoma of prostate
ADCYAP1R1	Non-Small Cell Lung Carcinoma
ADCYAP1R1	Carcinoma, Papillary
ADCYAP1R1	Glioblastoma
ADCYAP1R1	Glioma
ADCYAP1R1	Chronic Lymphocytic Leukemia
ADCYAP1R1	Meningioma
ADCYAP1R1	Multiple Myeloma
ADCYAP1R1	Neuroblastoma
ADCYAP1R1	oligodendroglioma
ADCYAP1R1	Pheochromocytoma
ADCYAP1R1	Retinoblastoma
ADCYAP1R1	Acute leukemia
ADCYAP1R1	Malignant neoplasm of brain
ADCYAP1R1	Papillary thyroid carcinoma
ADCYAP1R1	Malignant neoplasm of lung
ADCYAP1R1	Adult Burkitt Lymphoma
ADCYAP1R1	Adult Meningioma
ADCYAP1R1	Adult Glioblastoma
ADCYAP1R1	Childhood Burkitt Lymphoma
ADCYAP1R1	Childhood Glioblastoma
ADCYAP1R1	Malignant neoplasm of prostate
ADCYAP1R1	Prostate carcinoma
ADCYAP1R1	Breast Carcinoma
ADCYAP1R1	Carcinoma of lung
ADCYAP1R1	Colon Carcinoma
ADCYAP1R1	Central neuroblastoma
ADCYAP1R1	Well Differentiated Oligodendroglioma
ADCYAP1R1	Carcinoma, Pancreatic Ductal
ADCYAP1R1	Pheochromocytoma, Extra-Adrenal
ADCYAP1R1	Chronic myeloproliferative disorder
ADCYAP1R1	Primary malignant neoplasm of lung
ADCYAP1R1	Pancreatic Ductal Adenocarcinoma
ADCYAP1R1	Leukemia, Large Granular Lymphocytic
ADCYAP1R1	Glioblastoma Multiforme
ADCYAP1R1	Meningioma, benign, no ICD-O subtype
ADCYAP1R1	Childhood Neuroblastoma
ADCYAP1R1	Adrenal Gland Pheochromocytoma
ADCYAP1R1	Mantle cell lymphoma
ADD1	Non-Small Cell Lung Carcinoma
ADD1	Colorectal Carcinoma
ADD1	Hodgkin Disease
ADD1	leukemia
ADD1	Leukemia, Myelocytic, Acute
ADD1	Malignant neoplasm of stomach
ADD1	Secondary malignant neoplasm of lung
ADD1	Malignant neoplasm of lung
ADD1	Carcinoma of lung
ADD1	Stomach Carcinoma
ADD1	Primary malignant neoplasm of lung
ADD1	Childhood Leukemia
ADD1	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
ADD1	Liver carcinoma
ADD1	Malignant neoplasm of colon and/or rectum
ADD2	Malignant neoplasm of endometrium
ADD2	Colorectal Carcinoma
ADD2	Leukemia, Myelocytic, Acute
ADD2	Endometrial Carcinoma
ADD3	Non-Small Cell Lung Carcinoma
ADD3	Glioblastoma
ADD3	Adult Glioblastoma
ADD3	Childhood Glioblastoma
ADD3	Perineurioma
ADD3	Soft tissue perineurioma
ADD3	Glioblastoma Multiforme
ADD3	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
ADD3	Liver carcinoma
PLIN2	Malignant neoplasm of urinary bladder
PLIN2	Bladder Neoplasm
PLIN2	Bowen's Disease
PLIN2	Malignant neoplasm of breast
PLIN2	Burkitt Lymphoma
PLIN2	Mucinous Adenocarcinoma
PLIN2	Renal Cell Carcinoma
PLIN2	Squamous cell carcinoma
PLIN2	Choriocarcinoma
PLIN2	Fibroid Tumor
PLIN2	Myeloid Leukemia, Chronic
PLIN2	Leukemia, Plasma Cell
PLIN2	liposarcoma
PLIN2	Malignant neoplasm of stomach
PLIN2	melanoma
PLIN2	Melanocytic nevus
PLIN2	Thymoma
PLIN2	Cutaneous Melanoma
PLIN2	Adenocarcinoma of lung (disorder)
PLIN2	Liposarcoma, Pleomorphic
PLIN2	Thymic Carcinoma
PLIN2	Sebaceous Adenocarcinoma
PLIN2	Adult Burkitt Lymphoma
PLIN2	Childhood Burkitt Lymphoma
PLIN2	Conventional (Clear Cell) Renal Cell Carcinoma
PLIN2	Secretory breast carcinoma
PLIN2	Adenocarcinoma of colon
PLIN2	Eccrine epithelioma
PLIN2	Breast Carcinoma
PLIN2	Carcinoma of bladder
PLIN2	Malignant neoplasm of kidney
PLIN2	Placental Choriocarcinoma
PLIN2	Perianal Squamous Intraepithelial Neoplasia
PLIN2	Childhood Renal Cell Carcinoma
PLIN2	Pancreatic Ductal Adenocarcinoma
PLIN2	Renal carcinoma
PLIN2	Apocrine Carcinoma
PLIN2	Hereditary Diffuse Gastric Cancer
PLIN2	Primary Cutaneous Mucinous Carcinoma
PLIN2	Liver carcinoma
PLIN2	Clear-cell metastatic renal cell carcinoma
PLIN2	Melanocytic nevus of skin
PLIN2	Mammary Analogue Secretory Carcinoma
PLIN2	Carcinoma, Basal Cell
ADH1A	Astrocytoma
ADH1A	Non-Small Cell Lung Carcinoma
ADH1A	Malignant neoplasm of stomach
ADH1A	Neuroblastoma
ADH1A	Malignant neoplasm of pharynx
ADH1A	Pancreatic carcinoma
ADH1A	Squamous cell carcinoma of esophagus
ADH1A	Malignant neoplasm of pancreas
ADH1A	Epithelial ovarian cancer
ADH1A	Stomach Carcinoma
ADH1A	Central neuroblastoma
ADH1A	Pharyngeal Carcinoma
ADH1A	Atypical Ductal Breast Hyperplasia
ADH1A	Liver carcinoma
ADH1A	Childhood Astrocytoma
ADH1A	Childhood Neuroblastoma
ADH1A	Carcinoma, Ovarian Epithelial
ADH1A	Advanced Cutaneous Melanoma of the Extremity
ADH1B	Astrocytoma
ADH1B	Malignant neoplasm of urinary bladder
ADH1B	Bladder Neoplasm
ADH1B	Malignant neoplasm of breast
ADH1B	Malignant tumor of colon
ADH1B	Malignant neoplasm of larynx
ADH1B	Noninfiltrating Intraductal Carcinoma
ADH1B	Non-Small Cell Lung Carcinoma
ADH1B	Squamous cell carcinoma
ADH1B	Colorectal Carcinoma
ADH1B	Laryngeal neoplasm
ADH1B	Malignant neoplasm of stomach
ADH1B	Esophageal carcinoma
ADH1B	Malignant neoplasm of floor of mouth
ADH1B	Malignant neoplasm of anterior portion of floor of mouth
ADH1B	Malignant neoplasm of other specified parts of mouth
ADH1B	Malignant neoplasm of oropharynx
ADH1B	malignant neoplasm of lateral wall of oropharynx
ADH1B	Malignant neoplasm of posterior wall of oropharynx
ADH1B	Hypopharyngeal Cancer
ADH1B	Malignant neoplasm of pharynx
ADH1B	Malignant neoplasm of other sites within the lip and oral cavity
ADH1B	Pancreatic carcinoma
ADH1B	Malignant neoplasm of lung
ADH1B	Malignant Head and Neck Neoplasm
ADH1B	Squamous cell carcinoma of esophagus
ADH1B	Squamous cell carcinoma of the hypopharynx
ADH1B	Laryngeal Squamous Cell Carcinoma
ADH1B	Malignant neoplasm of pancreas
ADH1B	Malignant neoplasm of lateral floor of mouth
ADH1B	Malignant neoplasm of esophagus
ADH1B	Carcinoma of larynx
ADH1B	Breast Carcinoma
ADH1B	Carcinoma of lung
ADH1B	Colon Carcinoma
ADH1B	Stomach Carcinoma
ADH1B	Carcinoma of bladder
ADH1B	Pharyngeal Carcinoma
ADH1B	Malignant neoplasm of larnyx stage IV
ADH1B	ovarian neoplasm
ADH1B	Invasive Ductal Breast Carcinoma
ADH1B	Malignant neoplasm of ovary
ADH1B	Squamous cell carcinoma of the head and neck
ADH1B	Traditional Serrated Adenoma
ADH1B	Adenoma of large intestine
ADH1B	Primary malignant neoplasm of lung
ADH1B	Squamous cell carcinoma of pharynx
ADH1B	Atypical Ductal Breast Hyperplasia
ADH1B	Lymphoproliferative Disorder of the Skin
ADH1B	Flat Ductal Epithelial Atypia of the Breast
ADH1B	High Grade Intraepithelial Neoplasia
ADH1B	Hypopharyngeal Carcinoma
ADH1B	Liver carcinoma
ADH1B	Oropharyngeal Carcinoma
ADH1B	Nasopharyngeal carcinoma
ADH1B	Primary malignant neoplasm of lateral wall of oropharynx
ADH1B	Head and Neck Carcinoma
ADH1B	Childhood Astrocytoma
ADH1B	Carcinoma, Ovarian Epithelial
ADH1B	Malignant neoplasm of colon and/or rectum
ADH1B	Extrapulmonary Small Cell Carcinoma
ADH1C	Astrocytoma
ADH1C	Malignant neoplasm of urinary bladder
ADH1C	Bladder Neoplasm
ADH1C	Malignant neoplasm of breast
ADH1C	Malignant tumor of colon
ADH1C	Malignant neoplasm of larynx
ADH1C	Noninfiltrating Intraductal Carcinoma
ADH1C	Non-Small Cell Lung Carcinoma
ADH1C	Squamous cell carcinoma
ADH1C	Colorectal Carcinoma
ADH1C	Laryngeal neoplasm
ADH1C	Malignant neoplasm of stomach
ADH1C	Adenomatous Polyposis Coli
ADH1C	Adenocarcinoma of lung (disorder)
ADH1C	Esophageal carcinoma
ADH1C	Malignant neoplasm of oropharynx
ADH1C	Malignant neoplasm of pharynx
ADH1C	Adenomatous Polyps
ADH1C	Lip and Oral Cavity Carcinoma
ADH1C	Pancreatic carcinoma
ADH1C	Malignant neoplasm of lung
ADH1C	Malignant Head and Neck Neoplasm
ADH1C	Childhood Hepatocellular Carcinoma
ADH1C	Adult Hepatocellular Carcinoma
ADH1C	Squamous cell carcinoma of esophagus
ADH1C	Cervix carcinoma
ADH1C	Malignant neoplasm of liver
ADH1C	Malignant neoplasm of pancreas
ADH1C	Malignant neoplasm of prostate
ADH1C	Malignant neoplasm of esophagus
ADH1C	Carcinoma of larynx
ADH1C	Prostate carcinoma
ADH1C	Breast Carcinoma
ADH1C	Carcinoma of lung
ADH1C	Colon Carcinoma
ADH1C	Stomach Carcinoma
ADH1C	Carcinoma of bladder
ADH1C	Pharyngeal Carcinoma
ADH1C	Polyp of large intestine
ADH1C	Squamous cell carcinoma of the head and neck
ADH1C	Traditional Serrated Adenoma
ADH1C	Adenoma of large intestine
ADH1C	Primary malignant neoplasm of lung
ADH1C	Lymphoproliferative Disorder of the Skin
ADH1C	Liver carcinoma
ADH1C	Oropharyngeal Carcinoma
ADH1C	Head and Neck Carcinoma
ADH1C	Childhood Astrocytoma
ADH1C	Malignant neoplasm of colon and/or rectum
ADH1C	Extrapulmonary Small Cell Carcinoma
ADH4	Astrocytoma
ADH4	Noninfiltrating Intraductal Carcinoma
ADH4	Squamous cell carcinoma
ADH4	Leukemia, Myelocytic, Acute
ADH4	Malignant neoplasm of stomach
ADH4	Esophageal carcinoma
ADH4	Malignant neoplasm of pharynx
ADH4	Pancreatic carcinoma
ADH4	Squamous cell carcinoma of esophagus
ADH4	Malignant neoplasm of pancreas
ADH4	Malignant neoplasm of esophagus
ADH4	Epithelial ovarian cancer
ADH4	Stomach Carcinoma
ADH4	Pharyngeal Carcinoma
ADH4	Malignant Squamous Cell Neoplasm
ADH4	Invasive Ductal Breast Carcinoma
ADH4	Flat Ductal Epithelial Atypia of the Breast
ADH4	Liver carcinoma
ADH4	Childhood Astrocytoma
ADH4	Carcinoma, Ovarian Epithelial
ADH5	Malignant neoplasm of breast
ADH5	Malignant neoplasm of larynx
ADH5	Noninfiltrating Intraductal Carcinoma
ADH5	Squamous cell carcinoma
ADH5	Malignant neoplasm of stomach
ADH5	Pancreatic Neoplasm
ADH5	Malignant neoplasm of oropharynx
ADH5	Malignant neoplasm of pharynx
ADH5	Malignant neoplasm of lung
ADH5	Squamous cell carcinoma of esophagus
ADH5	Malignant neoplasm of prostate
ADH5	Carcinoma of larynx
ADH5	Prostate carcinoma
ADH5	Breast Carcinoma
ADH5	Carcinoma of lung
ADH5	Stomach Carcinoma
ADH5	Pharyngeal Carcinoma
ADH5	Malignant Squamous Cell Neoplasm
ADH5	Primary malignant neoplasm of lung
ADH5	Hepatocarcinogenesis
ADH5	Liver carcinoma
ADH5	Oropharyngeal Carcinoma
ADH6	Astrocytoma
ADH6	Malignant neoplasm of stomach
ADH6	Pancreatic carcinoma
ADH6	Malignant neoplasm of pancreas
ADH6	Stomach Carcinoma
ADH6	Liver carcinoma
ADH6	Childhood Astrocytoma
ADH7	Malignant neoplasm of endometrium
ADH7	Malignant neoplasm of larynx
ADH7	Non-Small Cell Lung Carcinoma
ADH7	Renal Cell Carcinoma
ADH7	Squamous cell carcinoma
ADH7	Colorectal Carcinoma
ADH7	Laryngeal neoplasm
ADH7	Malignant neoplasm of stomach
ADH7	melanoma
ADH7	Neuroblastoma
ADH7	Malignant neoplasm of pharynx
ADH7	Malignant Head and Neck Neoplasm
ADH7	Squamous cell carcinoma of esophagus
ADH7	Conventional (Clear Cell) Renal Cell Carcinoma
ADH7	Endometrial Carcinoma
ADH7	Malignant neoplasm of esophagus
ADH7	Stomach Carcinoma
ADH7	Central neuroblastoma
ADH7	Malignant Squamous Cell Neoplasm
ADH7	Squamous cell carcinoma of the head and neck
ADH7	Head and Neck Carcinoma
ADH7	Childhood Neuroblastoma
ADH7	Extrapulmonary Small Cell Carcinoma
ADK	Astrocytoma
ADK	Colorectal Carcinoma
ADK	Adenoid Cystic Carcinoma
ADK	Glioma
ADK	Multiple Myeloma
ADK	Neuroblastoma
ADK	Adenoma, Basal Cell
ADK	Acinar Cell Carcinoma
ADK	Central neuroblastoma
ADK	Childhood Astrocytoma
ADK	Childhood Neuroblastoma
ADK	Malignant neoplasm of colon and/or rectum
ADM	Astrocytoma
ADM	Malignant neoplasm of urinary bladder
ADM	Bladder Neoplasm
ADM	Malignant neoplasm of breast
ADM	Malignant tumor of colon
ADM	Malignant neoplasm of endometrium
ADM	Non-Small Cell Lung Carcinoma
ADM	Renal Cell Carcinoma
ADM	Squamous cell carcinoma
ADM	Malignant tumor of cervix
ADM	Choriocarcinoma
ADM	Colorectal Carcinoma
ADM	Conn Adenoma
ADM	Glioblastoma
ADM	Glioma
ADM	granulosa cell tumor
ADM	Hodgkin Disease
ADM	insulinoma
ADM	Kidney Neoplasm
ADM	Acute lymphocytic leukemia
ADM	Childhood Acute Lymphoblastic Leukemia
ADM	Acute monocytic leukemia
ADM	Leukemia, Myelocytic, Acute
ADM	Myeloid Leukemia
ADM	Malignant neoplasm of stomach
ADM	Mesothelioma
ADM	Multiple Myeloma
ADM	Neuroblastoma
ADM	Neurofibromatosis 1
ADM	oligodendroglioma
ADM	Osteosarcoma
ADM	Ovarian Carcinoma
ADM	Pancreatic Neoplasm
ADM	Pheochromocytoma
ADM	Acute leukemia
ADM	Rous Sarcoma
ADM	Small cell carcinoma of lung
ADM	Secondary malignant neoplasm of bone
ADM	Teratocarcinoma
ADM	Adrenal Cortical Adenoma
ADM	Adrenocortical carcinoma
ADM	Carcinoma, Neuroendocrine
ADM	Cervical Intraepithelial Neoplasia
ADM	Sex Cord-Stromal Tumor
ADM	Plexiform Neurofibroma
ADM	Lip and Oral Cavity Carcinoma
ADM	Pancreatic carcinoma
ADM	Malignant neoplasm of lung
ADM	Carcinoma, Lewis Lung
ADM	Carcinoma breast stage IV
ADM	Inflammatory Breast Carcinoma
ADM	Adult Glioblastoma
ADM	Cervical Squamous Cell Carcinoma
ADM	Conventional (Clear Cell) Renal Cell Carcinoma
ADM	Childhood Glioblastoma
ADM	Adult Anaplastic Astrocytoma
ADM	Adult Pilocytic Astrocytoma
ADM	Adenocarcinoma of pancreas
ADM	Cervix carcinoma
ADM	Anaplastic astrocytoma
ADM	Pilocytic Astrocytoma
ADM	Non-Functioning Pituitary Gland Neoplasm
ADM	Adenocarcinoma of colon
ADM	Malignant neoplasm of pancreas
ADM	Malignant neoplasm of prostate
ADM	Nasal Type Extranodal NK/T-Cell Lymphoma
ADM	Choroid Plexus Carcinoma
ADM	Endometrial Carcinoma
ADM	Osteosarcoma of bone
ADM	Prostate carcinoma
ADM	Epithelial ovarian cancer
ADM	Breast Carcinoma
ADM	Carcinoma of lung
ADM	Secondary malignant neoplasm of lymph node
ADM	Colon Carcinoma
ADM	Stomach Carcinoma
ADM	Carcinoma of bladder
ADM	Central neuroblastoma
ADM	Well Differentiated Oligodendroglioma
ADM	Adult Acute Lymphocytic Leukemia
ADM	Malignant Peripheral Nerve Sheath Tumor
ADM	Medullary Neoplasms
ADM	Malignant Pleural Mesothelioma
ADM	Invasive carcinoma of breast
ADM	ovarian neoplasm
ADM	Malignant neoplasm of ovary
ADM	Endometrial adenocarcinoma
ADM	Precursor B-cell lymphoblastic leukemia
ADM	Pancreatic intraepithelial neoplasia
ADM	Primary malignant neoplasm of lung
ADM	Adult Lymphoma
ADM	Childhood Lymphoma
ADM	Childhood Osteosarcoma
ADM	Childhood Pilocytic Astrocytoma
ADM	Pancreatic Ductal Adenocarcinoma
ADM	Angiogenic Switch
ADM	Glioblastoma Multiforme
ADM	Liver carcinoma
ADM	cervical cancer
ADM	Childhood Neuroblastoma
ADM	Grade III Childhood Astrocytoma
ADM	Adrenal Gland Pheochromocytoma
ADM	Carcinoma, Ovarian Epithelial
ADM	Fibrothecoma
ADM	Malignant neoplasm of colon and/or rectum
ADORA1	Malignant neoplasm of breast
ADORA1	Renal Cell Carcinoma
ADORA1	Colorectal Carcinoma
ADORA1	Glioma
ADORA1	Myeloid Leukemia, Chronic
ADORA1	Malignant neoplasm of stomach
ADORA1	Conventional (Clear Cell) Renal Cell Carcinoma
ADORA1	Breast Carcinoma
ADORA1	Stomach Carcinoma
ADORA1	Malignant neoplasm of colon and/or rectum
ADORA2A	Bladder Neoplasm
ADORA2A	Renal Cell Carcinoma
ADORA2A	Glioma
ADORA2A	Malignant neoplasm of stomach
ADORA2A	melanoma
ADORA2A	Adenocarcinoma of lung (disorder)
ADORA2A	Secondary malignant neoplasm of lymph node
ADORA2A	Stomach Carcinoma
ADORA2A	Malignant neoplasm of kidney
ADORA2A	Squamous cell carcinoma of the head and neck
ADORA2A	Childhood Renal Cell Carcinoma
ADORA2B	Malignant neoplasm of breast
ADORA2B	Malignant tumor of colon
ADORA2B	melanoma
ADORA2B	Adult Liver Carcinoma
ADORA2B	Lip and Oral Cavity Carcinoma
ADORA2B	Carcinoma breast stage IV
ADORA2B	Liver and Intrahepatic Biliary Tract Carcinoma
ADORA2B	Transitional cell carcinoma of bladder
ADORA2B	Malignant neoplasm of liver
ADORA2B	Breast Carcinoma
ADORA2B	Colon Carcinoma
ADORA2B	Squamous cell carcinoma of the head and neck
ADORA2B	Liver carcinoma
ADORA2B	Triple Negative Breast Neoplasms
ADORA2B	Triple-Negative Breast Carcinoma
ADORA3	Colorectal Carcinoma
ADORA3	Osteosarcoma
ADORA3	Malignant neoplasm of lung
ADORA3	Osteosarcoma of bone
ADORA3	Carcinoma of lung
ADORA3	Primary malignant neoplasm of lung
ADORA3	Childhood Osteosarcoma
ADORA3	Liver carcinoma
ADPRH	Epithelial ovarian cancer
ADPRH	Carcinoma, Ovarian Epithelial
PARP1	Astrocytoma
PARP1	Malignant neoplasm of urinary bladder
PARP1	Bladder Neoplasm
PARP1	Malignant neoplasm of breast
PARP1	Malignant tumor of colon
PARP1	Malignant neoplasm of endometrium
PARP1	Rectal Carcinoma
PARP1	Malignant neoplasm of skin
PARP1	Malignant neoplasm of thyroid
PARP1	Noninfiltrating Intraductal Carcinoma
PARP1	Merkel cell carcinoma
PARP1	Non-Small Cell Lung Carcinoma
PARP1	Renal Cell Carcinoma
PARP1	Squamous cell carcinoma
PARP1	Malignant tumor of cervix
PARP1	Chondrosarcoma
PARP1	Chordoma
PARP1	Colorectal Carcinoma
PARP1	Cystadenoma
PARP1	Fibrosarcoma
PARP1	Glioblastoma
PARP1	Glioma
PARP1	Fibroid Tumor
PARP1	leiomyosarcoma
PARP1	leukemia
PARP1	Chronic Lymphocytic Leukemia
PARP1	Acute Erythroblastic Leukemia
PARP1	Childhood Acute Lymphoblastic Leukemia
PARP1	Leukemia, Myelocytic, Acute
PARP1	Myeloid Leukemia, Chronic
PARP1	Leukemia, Myelomonocytic, Chronic
PARP1	liposarcoma
PARP1	Lymphoma, Non-Hodgkin
PARP1	Malignant neoplasm of stomach
PARP1	Medulloblastoma
PARP1	melanoma
PARP1	Mesothelioma
PARP1	Monoclonal Gammopathy of Undetermined Significance
PARP1	Multiple Myeloma
PARP1	Nephroblastoma
PARP1	Neuroblastoma
PARP1	Nevus
PARP1	Melanocytic nevus
PARP1	Osteosarcoma
PARP1	Ovarian Carcinoma
PARP1	Pancreatic Neoplasm
PARP1	Paraganglioma
PARP1	Pheochromocytoma
PARP1	Adenomatous Polyposis Coli
PARP1	Rhabdomyosarcoma
PARP1	Sezary Syndrome
PARP1	Thymoma
PARP1	Thyroid Neoplasm
PARP1	Diffuse Large B-Cell Lymphoma
PARP1	Acute leukemia
PARP1	Squamous cell carcinoma of lung
PARP1	Small cell carcinoma of lung
PARP1	Cutaneous Melanoma
PARP1	Adenocarcinoma of lung (disorder)
PARP1	Esophageal carcinoma
PARP1	Secondary malignant neoplasm of lung
PARP1	Liposarcoma, Dedifferentiated
PARP1	Germ cell tumor
PARP1	Hepatoblastoma
PARP1	Embryonal Rhabdomyosarcoma
PARP1	Teratocarcinoma
PARP1	Carcinoma, Endometrioid
PARP1	Carcinoma, Neuroendocrine
PARP1	Cholangiocarcinoma
PARP1	Adult Non-Hodgkin Lymphoma
PARP1	Childhood Rhabdomyosarcoma
PARP1	Childhood Non-Hodgkin Lymphoma
PARP1	Adult Soft Tissue Sarcoma
PARP1	Adult Liver Carcinoma
PARP1	Uveal melanoma
PARP1	Lip and Oral Cavity Carcinoma
PARP1	Childhood Soft Tissue Sarcoma
PARP1	Metastatic malignant neoplasm to brain
PARP1	Pancreatic carcinoma
PARP1	Papillary thyroid carcinoma
PARP1	Malignant neoplasm of lung
PARP1	Carcinoma, Lewis Lung
PARP1	Carcinoma breast stage IV
PARP1	Malignant neoplasm of stomach stage IV
PARP1	Childhood Medulloblastoma
PARP1	Adult Fibrosarcoma
PARP1	Inflammatory Breast Carcinoma
PARP1	Recurrent ovarian cancer
PARP1	Small cell lung cancer limited stage
PARP1	Adult Medulloblastoma
PARP1	Adult Glioblastoma
PARP1	Metastatic melanoma
PARP1	Metastatic non-small cell lung cancer
PARP1	Malignant Head and Neck Neoplasm
PARP1	Liver and Intrahepatic Biliary Tract Carcinoma
PARP1	Childhood Germ Cell Tumor
PARP1	Adult Rhabdomyosarcoma
PARP1	Childhood Embryonal Rhabdomyosarcoma
PARP1	Squamous cell carcinoma of esophagus
PARP1	Adenocarcinoma Of Esophagus
PARP1	Transitional cell carcinoma of bladder
PARP1	Conventional (Clear Cell) Renal Cell Carcinoma
PARP1	stage, ovarian epithelial cancer
PARP1	Laryngeal Squamous Cell Carcinoma
PARP1	Childhood Glioblastoma
PARP1	Adult Pilocytic Astrocytoma
PARP1	Cervix carcinoma
PARP1	Pilocytic Astrocytoma
PARP1	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse
PARP1	Malignant neoplasm of liver
PARP1	Malignant mesothelioma
PARP1	Breast Cancer, Familial
PARP1	Malignant neoplasm of pancreas
PARP1	Skin Papilloma
PARP1	Juvenile Myelomonocytic Leukemia
PARP1	Malignant neoplasm of prostate
PARP1	Endometrial Carcinoma
PARP1	Secondary malignant neoplasm of liver
PARP1	Malignant neoplasm of esophagus
PARP1	Thyroid carcinoma
PARP1	Ewings sarcoma
PARP1	Osteosarcoma of bone
PARP1	Prostate carcinoma
PARP1	Hereditary Breast and Ovarian Cancer Syndrome
PARP1	Epithelial ovarian cancer
PARP1	Breast Carcinoma
PARP1	Carcinoma of lung
PARP1	Malignant neoplasm of gastrointestinal tract
PARP1	Secondary malignant neoplasm of lymph node
PARP1	Colon Carcinoma
PARP1	Stomach Carcinoma
PARP1	Carcinoma of bladder
PARP1	Central neuroblastoma
PARP1	Lymphangioleiomyomatosis
PARP1	Malignant Peripheral Nerve Sheath Tumor
PARP1	Malignant Pleural Mesothelioma
PARP1	Precursor B-lymphoblastic lymphoma/leukemia
PARP1	Mycosis fungoides/Sezary syndrome NOS
PARP1	ovarian neoplasm
PARP1	Tumour ulceration
PARP1	Metastatic Prostate Carcinoma
PARP1	Small cell carcinoma of esophagus
PARP1	Malignant neoplasm of ovary
PARP1	Endometrial adenocarcinoma
PARP1	Squamous cell carcinoma of the head and neck
PARP1	Mammary Neoplasms, Human
PARP1	Large cell medulloblastoma
PARP1	Familial multiple trichoepitheliomata
PARP1	Metastasis from malignant tumor of prostate
PARP1	Precursor B-cell lymphoblastic leukemia
PARP1	Chronic myeloproliferative disorder
PARP1	Therapy-related myelodysplastic syndrome
PARP1	Adenoma of large intestine
PARP1	Low Grade Squamous Intraepithelial Neoplasia
PARP1	Primary malignant neoplasm of lung
PARP1	Hormone refractory prostate cancer
PARP1	Childhood Leukemia
PARP1	Childhood Osteosarcoma
PARP1	Childhood Pilocytic Astrocytoma
PARP1	Hereditary Malignant Neoplasm
PARP1	Hereditary Nonpolyposis Colorectal Cancer
PARP1	Hereditary Ovarian Carcinoma
PARP1	Infiltrating Cervical Carcinoma
PARP1	Pancreatic Ductal Adenocarcinoma
PARP1	Sporadic Breast Carcinoma
PARP1	Differentiated Thyroid Gland Carcinoma
PARP1	Benign melanocytic nevus
PARP1	Hepatocarcinogenesis
PARP1	Primary peritoneal carcinoma
PARP1	Skin Carcinogenesis
PARP1	Estrogen receptor positive tumor
PARP1	Glioblastoma Multiforme
PARP1	Classic medulloblastoma
PARP1	HER2-positive carcinoma of breast
PARP1	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
PARP1	Leukemia, B-Cell
PARP1	Liver carcinoma
PARP1	Adult Erythroleukemia
PARP1	Childhood Myelodysplastic Syndrome
PARP1	Refractory Thrombocytopenia
PARP1	Refractory Cytopenia of Childhood
PARP1	HPV positive oropharyngeal squamous cell carcinoma
PARP1	Nasopharyngeal carcinoma
PARP1	Oestrogen receptor positive breast cancer
PARP1	Diffuse Intrinsic Pontine Glioma
PARP1	Advanced breast cancer
PARP1	Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor
PARP1	Triple Negative Breast Neoplasms
PARP1	Ovarian clear cell carcinoma
PARP1	Luminal A Breast Carcinoma
PARP1	Luminal B Breast Carcinoma
PARP1	Basal-Like Breast Carcinoma
PARP1	Mammary adenocarcinoma
PARP1	High grade serous carcinoma
PARP1	Cytogenetically normal acute myeloid leukemia
PARP1	Head and Neck Carcinoma
PARP1	Non-Metastatic Childhood Soft Tissue Sarcoma
PARP1	Adult Myelodysplastic Syndrome
PARP1	Adult Germ Cell Tumor
PARP1	cervical cancer
PARP1	Grade III Chondrosarcoma
PARP1	Childhood Neuroblastoma
PARP1	Erythroleukemia (Erythroid/Myeloid)
PARP1	Chicken Lymphoma
PARP1	Colon adenoma
PARP1	Adrenal Gland Pheochromocytoma
PARP1	Mammary Carcinoma, Human
PARP1	Metastatic castration-resistant prostate cancer
PARP1	Mantle cell lymphoma
